price,date,exchange,source
2682.00000000,2021-05-21 09:39:00,Binance,API
2694.50000000,2021-05-21 09:40:00,Binance,API
2698.50000000,2021-05-21 09:41:00,Binance,API
2694.00000000,2021-05-21 09:42:00,Binance,API
2689.99000000,2021-05-21 09:43:00,Binance,API
2690.05000000,2021-05-21 09:44:00,Binance,API
2700.10000000,2021-05-21 09:45:00,Binance,API
2695.48000000,2021-05-21 09:46:00,Binance,API
2696.54000000,2021-05-21 09:47:00,Binance,API
2696.32000000,2021-05-21 09:48:00,Binance,API
2697.89000000,2021-05-21 09:49:00,Binance,API
2698.11000000,2021-05-21 09:50:00,Binance,API
2702.10000000,2021-05-21 09:51:00,Binance,API
2701.67000000,2021-05-21 09:52:00,Binance,API
2702.59000000,2021-05-21 09:53:00,Binance,API
2700.62000000,2021-05-21 09:54:00,Binance,API
2699.20000000,2021-05-21 09:55:00,Binance,API
2700.62000000,2021-05-21 09:56:00,Binance,API
2691.53000000,2021-05-21 09:57:00,Binance,API
2683.64000000,2021-05-21 09:58:00,Binance,API
2686.96000000,2021-05-21 09:59:00,Binance,API
2690.79000000,2021-05-21 10:00:00,Binance,API
2692.38000000,2021-05-21 10:01:00,Binance,API
2674.35000000,2021-05-21 10:02:00,Binance,API
2663.54000000,2021-05-21 10:03:00,Binance,API
2665.50000000,2021-05-21 10:04:00,Binance,API
2655.02000000,2021-05-21 10:05:00,Binance,API
2650.64000000,2021-05-21 10:06:00,Binance,API
2654.15000000,2021-05-21 10:07:00,Binance,API
2648.25000000,2021-05-21 10:08:00,Binance,API
2648.52000000,2021-05-21 10:09:00,Binance,API
2645.00000000,2021-05-21 10:10:00,Binance,API
2645.53000000,2021-05-21 10:11:00,Binance,API
2632.65000000,2021-05-21 10:12:00,Binance,API
2639.48000000,2021-05-21 10:13:00,Binance,API
2644.45000000,2021-05-21 10:14:00,Binance,API
2657.17000000,2021-05-21 10:15:00,Binance,API
2662.41000000,2021-05-21 10:16:00,Binance,API
2673.28000000,2021-05-21 10:17:00,Binance,API
2679.72000000,2021-05-21 10:18:00,Binance,API
2675.40000000,2021-05-21 10:19:00,Binance,API
2695.15000000,2021-05-21 10:20:00,Binance,API
2687.29000000,2021-05-21 10:21:00,Binance,API
2682.66000000,2021-05-21 10:22:00,Binance,API
2687.26000000,2021-05-21 10:23:00,Binance,API
2685.30000000,2021-05-21 10:24:00,Binance,API
2696.82000000,2021-05-21 10:25:00,Binance,API
2696.55000000,2021-05-21 10:26:00,Binance,API
2695.13000000,2021-05-21 10:27:00,Binance,API
2688.11000000,2021-05-21 10:28:00,Binance,API
2687.38000000,2021-05-21 10:29:00,Binance,API
2691.69000000,2021-05-21 10:30:00,Binance,API
2697.22000000,2021-05-21 10:31:00,Binance,API
2694.62000000,2021-05-21 10:32:00,Binance,API
2691.05000000,2021-05-21 10:33:00,Binance,API
2682.31000000,2021-05-21 10:34:00,Binance,API
2683.58000000,2021-05-21 10:35:00,Binance,API
2686.19000000,2021-05-21 10:36:00,Binance,API
2677.20000000,2021-05-21 10:37:00,Binance,API
2676.63000000,2021-05-21 10:38:00,Binance,API
2668.98000000,2021-05-21 10:39:00,Binance,API
2668.57000000,2021-05-21 10:40:00,Binance,API
2683.74000000,2021-05-21 10:41:00,Binance,API
2657.18000000,2021-05-21 10:42:00,Binance,API
2665.78000000,2021-05-21 10:43:00,Binance,API
2665.84000000,2021-05-21 10:44:00,Binance,API
2673.92000000,2021-05-21 10:45:00,Binance,API
2685.96000000,2021-05-21 10:46:00,Binance,API
2691.48000000,2021-05-21 10:47:00,Binance,API
2687.96000000,2021-05-21 10:48:00,Binance,API
2694.90000000,2021-05-21 10:49:00,Binance,API
2699.99000000,2021-05-21 10:50:00,Binance,API
2700.00000000,2021-05-21 10:51:00,Binance,API
2705.98000000,2021-05-21 10:52:00,Binance,API
2704.20000000,2021-05-21 10:53:00,Binance,API
2704.96000000,2021-05-21 10:54:00,Binance,API
2705.14000000,2021-05-21 10:55:00,Binance,API
